RID,GameID,metascore,global_user_score_mean,user_score_mean
804,804,85,7.479,7.691
805,805,78,6.6,5.909
806,806,40,6.837,6.579
807,807,74,8.3,7.632
808,808,81,8.7,8.433
809,809,78,8.8,8.625
810,810,67,7.056,7.211
811,811,84,6.9,4.5
812,812,30,8.0,8.0
813,813,71,4.95,4.5
814,814,77,7.8,7.0
815,815,80,6.95,8.25
816,816,84,5.057,4.042
817,817,82,4.991,4.436
818,818,84,4.42,3.61
819,819,84,4.955,4.479
820,820,87,6.952,7.64
821,821,90,7.135,7.275
822,822,88,7.702,7.525
823,823,90,5.942,4.819
824,824,88,6.825,7.75
825,825,84,6.925,5.25
826,826,81,6.933,7.444
827,827,59,7.9,6.5
828,828,63,8.085,7.846
829,829,72,7.0,6.0
830,830,85,5.8,9.0
831,831,86,7.482,7.026
832,832,88,6.8,9.333
833,833,86,7.476,8.353
834,834,87,7.471,6.0
835,835,23,2.8,3.762
836,836,45,7.8,9.4
837,837,89,7.3,9.667
838,838,75,6.9,7.0
839,839,77,7.0,7.333
840,840,66,6.2,6.364
841,841,69,6.8,7.091
842,842,75,7.0,8.0
843,843,76,8.3,10.0
844,844,79,8.1,8.176
845,845,85,8.2,8.231
846,846,77,7.7,7.8
847,847,80,8.0,7.435
848,848,87,8.2,8.44
849,849,72,6.693,6.365
850,850,92,8.9,8.646
851,851,85,7.1,5.66
852,852,85,7.324,6.61
853,853,73,8.54,10.0
854,854,83,7.0,9.25
855,855,92,7.5,8.286
856,856,81,7.1,7.7
857,857,83,6.038,6.712
858,858,79,6.773,6.787
859,859,86,8.0,8.0
860,860,71,6.8,7.136
861,861,82,8.3,7.667
862,862,88,9.0,9.216
863,863,92,9.0,8.292
864,864,85,9.0,9.128
865,865,78,8.7,8.55
866,866,81,7.4,6.875
867,867,85,8.8,9.121
868,868,78,8.0,9.25
869,869,69,8.2,8.25
870,870,59,7.18,7.667
871,871,49,6.757,7.357
872,872,71,7.7,7.227
873,873,73,8.61,8.275
874,874,74,8.6,8.556
875,875,80,8.116,7.2
876,876,48,7.2,7.286
877,877,75,8.1,8.115
878,878,87,7.7,7.6
879,879,85,8.388,8.875
880,880,84,8.1,7.941
881,881,86,6.9,5.383
882,882,85,5.8,3.06
883,883,80,6.2,4.718
884,884,81,7.1,4.571
885,885,55,6.15,7.5
886,886,62,7.9,7.0
887,887,58,5.7,5.167
888,888,64,8.4,8.5
889,889,71,6.529,5.286
890,890,68,7.5,7.529
891,891,85,8.7,9.146
892,892,86,8.4,8.735
893,893,91,7.705,7.527
894,894,84,5.55,4.49
895,895,90,7.9,8.5
896,896,92,8.2,8.58
897,897,91,8.3,8.76
898,898,79,6.1,6.362
899,899,87,7.8,7.265
900,900,70,8.3,9.429
901,901,68,7.8,8.375
902,902,57,5.2,3.706
903,903,67,8.4,8.579
904,904,64,8.0,8.0
905,905,81,7.592,8.542
906,906,73,8.2,7.184
907,907,81,8.0,7.8
908,908,85,8.9,9.028
909,909,83,6.6,8.0
910,910,54,6.1,6.5
911,911,71,7.505,7.05
912,912,75,8.6,8.5
913,913,58,5.777,5.333
914,914,75,6.512,5.882
915,915,35,2.6,2.5
916,916,70,7.5,7.833
917,917,67,6.2,7.875
918,918,84,7.04,6.4
919,919,67,5.9,6.5
920,920,56,6.3,6.333
921,921,58,5.1,8.0
922,922,50,7.083,8.5
923,923,64,5.5,8.4
924,924,59,6.971,7.286
925,925,61,6.1,4.0
926,926,70,7.2,6.5
927,927,49,6.4,6.833
928,928,42,3.7,6.0
929,929,62,7.4,7.5
930,930,61,6.7,6.839
931,931,71,7.7,6.0
932,932,52,5.875,6.465
933,933,25,3.1,2.714
934,934,29,6.1,6.25
935,935,52,6.7,3.667
936,936,60,8.3,10.0
937,937,60,8.02,9.2
938,938,59,6.533,5.0
939,939,94,7.939,8.12
940,940,93,8.4,9.043
941,941,91,8.1,8.935
942,942,79,5.8,6.404
943,943,82,6.545,6.621
944,944,74,8.7,8.778
945,945,55,6.3,5.375
946,946,83,8.7,9.75
947,947,80,6.1,7.667
948,948,54,7.371,7.294
949,949,69,7.8,7.5
950,950,83,8.291,9.279
951,951,78,7.939,8.1
952,952,85,8.4,8.5
953,953,59,8.4,9.2
954,954,65,7.967,8.0
955,955,69,7.2,8.0
956,956,64,7.73,8.913
957,957,62,6.6,6.128
958,958,70,7.833,6.333
959,959,69,6.979,5.552
960,960,70,7.047,7.263
961,961,94,8.782,8.518
962,962,91,8.429,7.829
963,963,93,9.1,9.089
964,964,92,9.0,9.049
965,965,80,7.8,7.682
966,966,91,8.5,8.476
967,967,86,8.8,8.842
968,968,84,8.8,8.806
969,969,71,8.0,9.333
970,970,73,7.715,7.538
971,971,53,10.0,10.0
972,972,63,8.467,8.667
973,973,45,5.3,5.2
974,974,91,8.8,9.082
975,975,79,8.1,7.571
976,976,81,7.68,7.6
977,977,72,6.09,5.714
978,978,61,6.594,6.778
979,979,80,8.0,6.783
980,980,63,7.3,6.643
981,981,66,8.3,8.417
982,982,78,8.5,9.0
983,983,82,9.0,9.429
984,984,95,8.4,8.5
985,985,89,9.2,8.894
986,986,84,7.8,7.347
987,987,80,6.2,3.778
988,988,81,8.0,6.633
989,989,78,7.625,7.375
990,990,76,10.0,10.0
991,991,97,7.998,7.732
992,992,98,8.001,8.716
993,993,97,7.075,7.439
994,994,93,7.6,7.817
995,995,88,8.008,7.776
996,996,95,8.703,8.382
997,997,95,8.751,8.831
998,998,86,8.044,7.232
999,999,71,8.36,9.35
1000,1000,77,8.2,7.667
1001,1001,68,8.0,7.6
1002,1002,83,8.6,8.583
1003,1003,80,8.2,7.854
1004,1004,72,7.7,7.278
1005,1005,75,7.96,8.6
1006,1006,59,5.846,6.243
1007,1007,73,5.649,6.135
1008,1008,78,6.097,5.915
1009,1009,75,6.815,6.495
1010,1010,81,8.5,8.333
1011,1011,60,8.0,9.0
1012,1012,77,7.0,7.0
1013,1013,41,7.8,8.5
1014,1014,89,8.2,8.61
1015,1015,90,8.0,5.652
1016,1016,73,7.0,5.0
1017,1017,77,5.9,8.0
1018,1018,79,7.8,8.667
1019,1019,87,8.2,8.5
1020,1020,86,8.348,8.8
1021,1021,76,7.538,9.125
1022,1022,91,8.1,7.538
1023,1023,85,5.78,5.95
1024,1024,69,7.0,6.714
1025,1025,92,8.2,8.609
1026,1026,85,8.153,8.288
1027,1027,80,5.818,5.449
1028,1028,70,7.4,7.0
1029,1029,70,6.425,6.188
1030,1030,84,8.071,9.071
1031,1031,71,6.5,8.0
1032,1032,72,6.6,7.667
1033,1033,71,7.017,7.167
1034,1034,57,6.675,7.0
1035,1035,72,7.038,6.881
1036,1036,79,8.241,8.37
1037,1037,63,6.3,4.0
1038,1038,65,7.7,8.286
1039,1039,73,5.9,5.0
1040,1040,96,8.921,9.134
1041,1041,84,8.1,7.667
1042,1042,95,7.886,8.095
1043,1043,89,9.3,8.0
1044,1044,94,8.403,8.645
1045,1045,83,7.7,8.109
1046,1046,87,7.224,7.288
1047,1047,84,6.4,6.319
1048,1048,82,7.6,7.938
1049,1049,97,8.353,8.0
1050,1050,82,7.586,7.286
1051,1051,91,8.4,9.2
1052,1052,85,7.656,7.042
1053,1053,77,7.8,9.0
1054,1054,72,7.6,9.75
1055,1055,46,4.245,4.0
1056,1056,71,7.919,7.25
1057,1057,68,4.786,4.568
1058,1058,64,4.989,5.815
1059,1059,68,4.626,4.029
1060,1060,70,7.706,6.903
1061,1061,56,7.28,6.82
1062,1062,68,7.083,7.083
1063,1063,74,7.7,7.882
1064,1064,65,8.1,9.0
1065,1065,79,7.078,8.889
1066,1066,76,8.7,9.667
1067,1067,81,7.3,9.833
1068,1068,83,7.8,9.0
1069,1069,82,7.6,10.0
1070,1070,76,7.4,5.0
1071,1071,63,6.614,6.143
1072,1072,65,7.3,7.2
1073,1073,60,5.867,4.0
1074,1074,63,3.7,3.0
1075,1075,81,8.17,9.023
1076,1076,78,8.616,9.211
1077,1077,78,7.643,6.571
1078,1078,80,8.3,8.056
1079,1079,69,7.7,7.0
1080,1080,55,5.0,4.152
1081,1081,74,8.4,8.0
1082,1082,77,7.3,6.297
1083,1083,83,7.8,7.977
1084,1084,62,7.5,7.25
1085,1085,79,7.4,6.333
1086,1086,87,8.019,7.62
1087,1087,44,4.55,5.625
1088,1088,70,6.9,7.0
1089,1089,64,7.8,7.667
1090,1090,65,8.0,7.5
1091,1091,82,6.7,9.25
1092,1092,66,7.7,8.0
1093,1093,77,8.1,7.512
1094,1094,69,7.3,7.909
1095,1095,76,6.986,8.286
1096,1096,68,7.3,9.5
1097,1097,56,5.0,5.0
1098,1098,84,8.114,7.879
1099,1099,79,7.375,7.396
1100,1100,82,8.694,8.289
1101,1101,78,7.784,7.279
1102,1102,70,5.836,5.518
1103,1103,54,4.352,5.333
1104,1104,47,5.9,4.444
1105,1105,83,8.7,9.0
1106,1106,86,8.0,6.388
1107,1107,85,7.0,7.75
1108,1108,80,8.6,9.5
1109,1109,81,7.4,10.0
1110,1110,76,8.121,8.5
1111,1111,70,7.2,7.333
1112,1112,80,7.5,9.333
1113,1113,43,6.782,8.0
1114,1114,63,7.282,8.0
1115,1115,78,8.5,8.4
1116,1116,37,3.3,3.818
1117,1117,71,6.33,6.9
1118,1118,61,6.375,6.484
1119,1119,79,6.25,5.333
1120,1120,68,7.2,6.2
1121,1121,45,6.7,8.08
1122,1122,71,7.1,6.333
1123,1123,55,7.6,7.667
1124,1124,76,7.956,7.581
1125,1125,73,7.808,8.538
1126,1126,47,5.9,4.0
1127,1127,68,7.692,8.0
1128,1128,68,7.108,7.333
1129,1129,83,8.3,7.667
1130,1130,90,8.6,8.234
1131,1131,85,7.961,8.348
1132,1132,91,8.6,8.5
1133,1133,86,8.5,8.667
1134,1134,80,6.0,5.75
1135,1135,72,8.5,10.0
1136,1136,78,8.0,8.053
1137,1137,59,8.2,8.333
1138,1138,73,8.031,6.875
1139,1139,55,7.3,5.842
1140,1140,84,8.264,7.094
1141,1141,85,8.2,8.364
1142,1142,83,8.6,8.814
1143,1143,80,8.0,8.0
1144,1144,75,7.4,8.4
1145,1145,68,7.2,6.714
1146,1146,81,7.856,8.078
1147,1147,67,7.6,7.25
1148,1148,52,6.0,4.0
1149,1149,46,3.1,3.0
1150,1150,51,7.3,6.0
1151,1151,53,6.475,6.39
1152,1152,69,7.7,8.75
1153,1153,53,7.1,7.5
1154,1154,78,8.2,8.0
1155,1155,41,4.187,3.867
1156,1156,74,7.067,8.667
1157,1157,69,6.4,5.6
1158,1158,58,7.825,8.25
1159,1159,76,6.9,8.0
1160,1160,89,8.066,7.406
1161,1161,84,8.7,8.457
1162,1162,71,6.279,4.034
1163,1163,90,8.7,8.067
1164,1164,87,8.3,7.83
1165,1165,76,7.9,6.864
1166,1166,72,7.314,7.241
1167,1167,83,8.058,8.167
1168,1168,60,6.6,6.5
1169,1169,51,7.38,7.1
1170,1170,87,8.242,7.579
1171,1171,36,3.0,3.0
1172,1172,92,8.247,8.11
1173,1173,39,5.2,5.375
1174,1174,57,7.0,7.2
1175,1175,68,7.206,7.059
1176,1176,68,6.793,6.467
1177,1177,69,8.448,8.143
1178,1178,54,4.422,4.858
1179,1179,73,6.395,6.079
1180,1180,81,7.769,7.629
1181,1181,74,6.511,7.128
1182,1182,49,6.0,6.0
1183,1183,74,7.3,8.9
1184,1184,70,6.546,5.958
1185,1185,70,7.378,7.667
1186,1186,77,7.606,7.353
1187,1187,68,7.733,9.067
1188,1188,79,8.1,7.35
1189,1189,63,5.57,5.507
1190,1190,65,6.146,5.772
1191,1191,65,7.0,8.091
1192,1192,58,7.5,7.556
1193,1193,86,8.7,8.562
1194,1194,74,7.6,8.286
1195,1195,71,8.1,7.4
1196,1196,83,8.7,8.851
1197,1197,73,7.31,7.2
1198,1198,64,7.194,7.45
1199,1199,74,8.67,8.651
1200,1200,70,7.2,5.837
1201,1201,91,7.8,7.896
1202,1202,84,8.0,7.674
1203,1203,77,7.4,8.786
1204,1204,78,8.8,9.021
1205,1205,73,6.7,5.583
1206,1206,61,6.3,6.435
1207,1207,52,5.4,5.0
1208,1208,73,7.7,8.76
1209,1209,60,5.0,5.533
1210,1210,66,7.0,7.909
1211,1211,55,3.9,5.822
1212,1212,73,5.0,6.6
1213,1213,74,4.9,9.0
1214,1214,77,6.1,6.667
1215,1215,59,5.1,5.25
1216,1216,64,7.1,7.0
1217,1217,82,8.5,8.0
1218,1218,60,8.5,8.909
1219,1219,85,8.5,7.766
1220,1220,75,7.7,6.51
1221,1221,87,8.9,9.14
1222,1222,66,6.6,6.062
1223,1223,82,8.1,7.9
1224,1224,76,7.3,7.85
1225,1225,72,7.4,6.8
1226,1226,55,4.7,3.5
1227,1227,78,6.9,8.0
1228,1228,81,8.0,8.333
1229,1229,80,7.41,7.627
1230,1230,80,8.5,7.957
1231,1231,61,8.2,8.343
1232,1232,73,8.0,7.729
1233,1233,76,8.7,9.043
1234,1234,86,8.5,8.408
1235,1235,86,7.4,7.0
1236,1236,81,8.3,7.963
1237,1237,81,8.7,9.267
1238,1238,80,8.5,8.553
1239,1239,91,8.4,9.188
1240,1240,54,6.4,5.809
1241,1241,49,6.257,5.714
1242,1242,76,8.05,7.0
1243,1243,77,8.8,9.143
1244,1244,68,6.6,5.0
1245,1245,78,8.5,8.0
1246,1246,82,6.9,10.0
1247,1247,69,5.9,8.0
1248,1248,68,8.6,9.5
1249,1249,69,8.3,6.25
1250,1250,89,7.912,7.795
1251,1251,83,8.0,7.59
1252,1252,59,7.0,6.0
1253,1253,79,8.1,8.333
1254,1254,53,6.6,6.692
1255,1255,32,6.3,6.545
1256,1256,74,6.278,6.37
1257,1257,52,6.562,5.962
1258,1258,44,4.7,1.5
1259,1259,89,8.093,8.159
1260,1260,89,8.349,8.72
1261,1261,75,8.667,7.333
1262,1262,67,6.8,9.0
1263,1263,72,5.267,6.667
1264,1264,62,6.7,4.5
1265,1265,60,8.214,8.286
1266,1266,47,6.5,5.382
1267,1267,55,7.5,7.5
1268,1268,51,7.0,7.0
1269,1269,79,7.677,8.32
1270,1270,73,6.848,6.671
1271,1271,76,8.168,8.899
1272,1272,65,7.5,8.333
1273,1273,59,7.8,8.75
1274,1274,80,7.899,7.862
1275,1275,80,7.089,7.321
1276,1276,79,7.463,7.205
1277,1277,77,7.496,7.592
1278,1278,71,6.9,6.638
1279,1279,77,7.61,8.15
1280,1280,70,7.288,7.527
1281,1281,80,7.83,7.341
1282,1282,71,7.036,7.812
1283,1283,73,7.323,7.65
1284,1284,71,7.462,7.5
1285,1285,81,7.489,7.289
1286,1286,75,7.449,7.886
1287,1287,80,8.401,8.376
1288,1288,78,7.094,7.315
1289,1289,72,6.466,6.39
1290,1290,80,7.735,7.431
1291,1291,62,5.862,7.875
1292,1292,63,6.244,5.111
1293,1293,70,6.3,7.8
1294,1294,85,8.6,8.763
1295,1295,66,6.62,6.528
1296,1296,68,6.7,7.588
1297,1297,71,6.9,6.5
1298,1298,57,5.4,5.5
1299,1299,87,8.3,9.25
1300,1300,95,8.038,8.692
1301,1301,91,8.6,9.261
1302,1302,79,7.207,6.829
1303,1303,73,7.1,6.837
1304,1304,88,8.6,9.041
1305,1305,80,6.0,6.333
1306,1306,85,8.225,8.375
1307,1307,70,7.149,7.479
1308,1308,40,5.717,4.417
1309,1309,51,7.6,7.625
1310,1310,66,7.0,6.0
1311,1311,72,8.6,9.273
1312,1312,53,7.2,7.714
1313,1313,75,6.423,5.483
1314,1314,72,7.7,7.75
1315,1315,77,7.6,7.4
1316,1316,69,7.3,7.0
1317,1317,59,7.3,2.0
1318,1318,54,6.5,7.0
1319,1319,68,9.1,8.833
1320,1320,72,8.2,7.75
1321,1321,68,6.8,7.25
1322,1322,78,8.4,8.44
1323,1323,68,6.378,7.221
1324,1324,58,5.998,6.535
1325,1325,79,6.791,6.372
1326,1326,55,5.828,6.167
1327,1327,80,7.8,7.2
1328,1328,74,8.364,8.607
1329,1329,86,8.4,7.844
1330,1330,83,7.8,8.474
1331,1331,70,6.7,6.6
1332,1332,73,8.3,8.333
1333,1333,82,7.1,6.0
1334,1334,79,6.3,7.0
1335,1335,59,4.2,2.75
1336,1336,80,8.3,8.5
1337,1337,67,6.5,8.0
1338,1338,85,8.341,8.275
1339,1339,74,6.785,5.308
1340,1340,80,7.338,7.619
1341,1341,85,8.337,9.22
1342,1342,83,5.643,4.429
1343,1343,85,6.9,6.118
1344,1344,84,6.318,6.643
1345,1345,78,5.996,5.95
1346,1346,81,5.965,5.696
1347,1347,81,6.193,5.87
1348,1348,83,5.892,5.231
1349,1349,82,4.667,4.333
1350,1350,94,4.8,9.0
1351,1351,95,6.58,9.2
1352,1352,94,6.185,9.538
1353,1353,91,7.325,6.917
1354,1354,49,5.1,6.75
1355,1355,81,8.3,8.256
1356,1356,66,8.875,8.189
1357,1357,74,8.119,8.214
1358,1358,74,7.3,5.0
1359,1359,69,6.7,7.25
1360,1360,74,7.6,7.042
1361,1361,69,6.5,6.364
1362,1362,66,5.6,8.0
1363,1363,68,7.1,5.0
1364,1364,67,4.2,6.0
1365,1365,72,7.3,7.154
1366,1366,72,7.824,8.571
1367,1367,76,8.2,8.25
1368,1368,69,6.535,6.696
1369,1369,68,6.137,5.421
1370,1370,70,8.75,8.25
1371,1371,64,3.0,4.5
1372,1372,77,8.2,9.0
1373,1373,70,8.2,9.333
1374,1374,76,8.12,8.078
1375,1375,62,7.847,7.667
1376,1376,74,7.1,6.333
1377,1377,71,8.1,8.0
1378,1378,90,8.7,8.381
1379,1379,81,8.3,8.196
1380,1380,76,7.3,6.696
1381,1381,86,8.5,8.512
1382,1382,90,8.5,8.49
1383,1383,66,7.423,7.026
1384,1384,67,7.324,6.793
1385,1385,72,7.963,7.971
1386,1386,60,7.195,6.459
1387,1387,84,8.1,8.429
1388,1388,81,8.2,8.238
1389,1389,78,8.1,8.542
1390,1390,85,8.2,7.578
1391,1391,88,8.9,8.191
1392,1392,91,8.7,9.0
1393,1393,82,8.6,8.98
1394,1394,87,8.7,8.49
1395,1395,93,7.7,6.688
1396,1396,66,6.3,5.25
1397,1397,70,7.7,7.929
1398,1398,69,7.6,8.083
1399,1399,71,8.0,8.192
1400,1400,64,7.7,8.571
1401,1401,62,6.7,7.109
1402,1402,73,6.9,6.75
1403,1403,54,5.0,5.286
1404,1404,72,7.8,7.58
1405,1405,57,6.0,5.468
1406,1406,62,4.0,2.2
1407,1407,80,7.919,7.476
1408,1408,64,8.0,8.148
1409,1409,79,8.2,8.0
1410,1410,69,8.0,8.366
1411,1411,76,8.4,7.727
1412,1412,69,6.9,6.829
1413,1413,81,8.6,9.091
1414,1414,76,7.137,7.895
1415,1415,76,7.3,6.0
1416,1416,62,5.98,4.8
1417,1417,58,6.953,6.333
1418,1418,49,5.56,5.6
1419,1419,55,4.86,5.2
1420,1420,85,7.188,7.593
1421,1421,78,7.86,8.2
1422,1422,82,7.849,8.17
1423,1423,73,6.556,6.442
1424,1424,91,8.499,8.243
1425,1425,96,8.832,9.029
1426,1426,93,6.32,7.945
1427,1427,56,8.0,8.0
1428,1428,76,8.4,6.0
1429,1429,89,8.77,8.695
1430,1430,86,8.67,8.493
1431,1431,86,7.901,8.396
1432,1432,83,7.8,7.333
1433,1433,84,8.7,8.5
1434,1434,75,7.9,5.5
1435,1435,76,9.0,9.0
1436,1436,87,7.9,8.778
1437,1437,81,8.1,8.0
1438,1438,74,6.961,7.248
1439,1439,71,7.1,8.1
1440,1440,73,6.7,7.25
1441,1441,73,7.269,7.0
1442,1442,72,7.78,8.067
1443,1443,88,8.189,8.658
1444,1444,80,7.4,10.0
1445,1445,68,6.943,6.714
1446,1446,63,6.7,7.75
1447,1447,53,5.681,6.268
1448,1448,88,9.0,9.043
1449,1449,66,8.3,7.412
1450,1450,79,7.6,6.778
1451,1451,81,7.371,8.857
1452,1452,79,6.8,7.4
1453,1453,81,7.0,8.5
1454,1454,80,7.0,7.563
1455,1455,79,8.8,8.867
1456,1456,65,5.8,6.0
1457,1457,82,8.9,7.818
1458,1458,73,7.4,9.2
1459,1459,65,6.7,6.037
1460,1460,58,4.3,4.304
1461,1461,68,8.0,7.5
1462,1462,69,7.257,7.857
1463,1463,82,8.1,8.6
1464,1464,81,7.7,4.714
1465,1465,77,8.0,6.4
1466,1466,77,7.8,7.0
1467,1467,78,8.2,9.0
1468,1468,76,8.2,7.727
1469,1469,78,8.0,8.714
1470,1470,61,6.356,6.333
1471,1471,50,6.9,7.75
1472,1472,80,8.2,7.357
1473,1473,77,8.1,8.5
1474,1474,72,6.641,6.366
1475,1475,86,8.05,8.688
1476,1476,77,8.0,8.333
1477,1477,82,8.391,8.364
1478,1478,80,8.238,8.978
1479,1479,96,8.9,9.0
1480,1480,87,8.554,8.083
1481,1481,91,7.921,8.372
1482,1482,94,8.5,9.556
1483,1483,94,8.7,8.935
1484,1484,81,8.5,9.122
1485,1485,75,6.398,6.086
1486,1486,93,7.769,7.787
1487,1487,89,8.5,8.62
1488,1488,87,7.7,7.652
1489,1489,65,6.8,6.0
1490,1490,85,8.7,8.806
1491,1491,76,7.148,7.13
1492,1492,69,8.32,7.8
1493,1493,70,7.5,8.0
1494,1494,79,8.3,7.75
1495,1495,73,7.578,7.312
1496,1496,85,8.411,8.895
1497,1497,88,7.8,9.333
1498,1498,77,7.831,7.675
1499,1499,82,8.319,7.963
1500,1500,92,8.8,8.435
1501,1501,97,9.1,8.787
1502,1502,92,8.8,8.62
1503,1503,90,8.7,8.438
1504,1504,79,7.5,7.25
1505,1505,79,6.7,6.263
1506,1506,89,9.0,8.814
1507,1507,56,8.3,7.0
1508,1508,64,7.3,10.0
1509,1509,80,7.4,6.357
1510,1510,84,7.9,7.607
1511,1511,84,8.662,8.6
1512,1512,85,9.094,8.941
1513,1513,85,8.138,8.808
1514,1514,79,7.8,7.143
1515,1515,81,8.189,7.262
1516,1516,76,8.1,7.0
1517,1517,74,7.786,9.0
1518,1518,74,7.0,5.667
1519,1519,68,8.0,8.0
1520,1520,63,6.3,8.0
1521,1521,71,7.3,6.62
1522,1522,86,7.737,7.732
1523,1523,52,3.6,5.0
1524,1524,59,7.1,6.667
1525,1525,43,1.595,1.762
1526,1526,93,7.501,7.791
1527,1527,73,7.734,8.586
1528,1528,50,6.3,6.167
1529,1529,79,7.8,7.322
1530,1530,69,5.768,6.2
1531,1531,65,6.3,8.714
1532,1532,80,4.2,8.0
1533,1533,85,5.45,8.5
1534,1534,90,6.3,4.0
1535,1535,91,6.692,7.538
1536,1536,90,7.655,8.828
1537,1537,87,7.896,8.326
1538,1538,87,7.878,8.525
1539,1539,81,7.393,7.661
1540,1540,80,7.692,7.216
1541,1541,83,10.0,10.0
1542,1542,79,7.75,8.333
1543,1543,33,4.9,5.667
1544,1544,66,7.8,7.0
1545,1545,73,7.8,7.5
1546,1546,82,7.938,8.25
1547,1547,62,6.3,7.0
