SSID,GameID,vader_sentiment_mean,textblob_sentiment_mean,hf_sentiment_mean
2416,2416,0.463,0.137,0.004
2417,2417,0.727,0.14,0.369
2418,2418,0.756,0.093,0.567
2419,2419,0.464,0.151,0.612
2420,2420,0.899,0.099,0.66
2421,2421,0.679,0.133,0.402
2422,2422,0.701,0.157,0.508
2423,2423,0.969,0.458,1.0
2424,2424,0.883,0.209,0.702
2425,2425,-0.305,-0.216,-0.768
2426,2426,0.524,-0.153,0.296
2427,2427,-0.174,-0.184,-0.998
2428,2428,0.394,0.035,0.06
2429,2429,0.638,0.066,-0.19
2430,2430,0.692,0.106,0.442
2431,2431,0.293,-0.026,-0.598
2432,2432,0.348,0.092,0.183
2433,2433,0.473,0.053,-0.081
2434,2434,0.576,0.05,-0.17
2435,2435,0.532,-0.006,-0.22
2436,2436,0.526,0.063,0.003
2437,2437,0.719,0.099,0.327
2438,2438,0.545,0.092,0.138
2439,2439,0.507,0.107,0.036
2440,2440,0.326,0.112,0.168
2441,2441,0.85,0.168,0.797
2442,2442,0.137,-0.106,0.086
2443,2443,0.839,0.227,0.997
2444,2444,0.954,0.012,0.999
2445,2445,0.531,-0.032,-0.023
2446,2446,0.899,0.177,0.737
2447,2447,0.847,0.227,0.589
2448,2448,0.719,0.178,0.433
2449,2449,0.615,0.107,0.291
2450,2450,0.791,0.106,0.365
2451,2451,0.716,0.23,0.509
2452,2452,0.753,0.142,0.596
2453,2453,0.461,0.0,-0.147
2454,2454,0.756,0.164,0.3
2455,2455,0.69,0.052,-0.005
2456,2456,0.697,0.102,0.366
2457,2457,0.582,0.105,-0.039
2458,2458,0.762,0.058,0.223
2459,2459,0.374,0.065,-0.168
2460,2460,0.598,-0.067,-0.546
2461,2461,0.985,0.119,0.935
2462,2462,0.943,0.003,-0.332
2463,2463,0.601,0.002,-0.117
2464,2464,0.669,-0.036,0.033
2465,2465,0.732,0.21,0.473
2466,2466,0.863,0.111,0.391
2467,2467,0.819,0.165,0.657
2468,2468,0.777,0.079,0.344
2469,2469,0.948,0.104,0.56
2470,2470,0.482,0.051,0.163
2471,2471,0.527,-0.02,-0.231
2472,2472,0.313,-0.044,-0.093
2473,2473,0.398,-0.046,-0.334
2474,2474,0.435,-0.007,-0.171
2475,2475,0.62,0.035,0.004
2476,2476,0.613,0.148,0.249
2477,2477,0.554,0.188,0.494
2478,2478,0.47,0.108,0.024
2479,2479,0.644,0.17,0.109
2480,2480,0.729,0.115,0.242
2481,2481,0.303,0.045,0.11
2482,2482,0.233,0.206,-0.026
2483,2483,0.79,0.023,-0.332
2484,2484,-0.308,-0.061,-0.6
2485,2485,0.409,0.049,0.409
2486,2486,0.356,0.026,-0.297
2487,2487,-0.212,-0.161,-0.711
2488,2488,0.359,0.024,-0.163
2489,2489,0.667,0.106,0.327
2490,2490,0.525,0.065,-0.045
2491,2491,0.39,-0.079,-0.331
2492,2492,0.919,0.055,0.995
2493,2493,0.71,0.059,0.302
2494,2494,0.491,-0.002,-0.344
2495,2495,0.655,0.1,0.657
2496,2496,0.692,0.074,-0.189
2497,2497,0.759,0.236,0.714
2498,2498,0.494,-0.1,-0.94
2499,2499,0.526,0.164,0.423
2500,2500,0.321,0.051,0.063
2501,2501,0.354,0.051,-0.16
2502,2502,0.764,0.118,0.941
2503,2503,0.577,0.089,0.248
2504,2504,0.15,-0.175,-0.221
2505,2505,0.913,0.143,0.616
2506,2506,-0.836,-0.506,-0.999
2507,2507,0.651,-0.034,-0.216
2508,2508,0.522,0.028,-0.006
2509,2509,0.918,0.111,0.442
2510,2510,0.789,0.083,0.682
2511,2511,0.349,-0.005,-0.072
2512,2512,0.136,-0.103,-0.499
2513,2513,0.66,0.12,0.5
2514,2514,0.549,0.147,0.41
2515,2515,0.382,-0.078,-0.202
2516,2516,0.421,0.077,0.093
2517,2517,0.433,-0.016,-0.25
2518,2518,0.627,0.007,0.31
2519,2519,0.073,-0.014,-0.616
2520,2520,0.364,0.005,-0.196
2521,2521,0.644,0.104,0.376
2522,2522,0.483,0.15,0.332
2523,2523,0.51,0.096,0.223
2524,2524,0.523,0.12,0.099
2525,2525,0.311,0.021,-0.228
2526,2526,0.567,0.109,0.439
2527,2527,-0.021,0.001,0.017
2528,2528,0.419,0.026,0.126
2529,2529,0.453,0.085,0.293
2530,2530,0.327,0.024,-0.734
2531,2531,0.571,0.113,0.519
2532,2532,0.542,0.057,0.261
2533,2533,0.926,0.85,-0.93
2534,2534,0.269,-0.147,-0.238
2535,2535,0.659,0.013,-0.202
2536,2536,0.665,0.066,0.327
2537,2537,-0.371,-0.377,-0.995
2538,2538,-0.678,-0.65,-0.996
2539,2539,-0.042,-0.022,0.172
2540,2540,0.579,0.196,0.948
2541,2541,0.52,0.107,-0.037
2542,2542,0.326,0.063,0.33
2543,2543,0.568,0.1,0.234
2544,2544,0.677,0.068,-0.211
2545,2545,0.535,0.064,0.08
2546,2546,0.69,0.132,0.768
2547,2547,0.922,0.156,0.334
2548,2548,0.358,0.064,-0.436
2549,2549,0.73,0.092,0.266
2550,2550,0.913,0.296,0.961
2551,2551,0.444,0.136,0.988
2552,2552,0.937,0.205,0.996
2553,2553,0.872,0.141,0.414
2554,2554,0.598,0.119,0.409
2555,2555,0.565,0.144,0.503
2556,2556,0.218,0.054,-0.014
2557,2557,0.673,0.138,0.318
2558,2558,0.906,0.022,0.999
2559,2559,0.494,-0.067,-0.913
2560,2560,0.364,0.11,0.057
2561,2561,0.81,0.102,0.323
2562,2562,0.672,0.072,0.316
2563,2563,0.607,0.088,-0.025
2564,2564,0.737,0.149,0.635
2565,2565,0.119,-0.005,-0.313
2566,2566,0.718,0.177,0.659
2567,2567,0.816,0.154,0.291
2568,2568,0.691,0.148,0.324
2569,2569,0.366,0.027,0.021
2570,2570,0.615,0.178,0.317
2571,2571,0.595,0.072,0.156
2572,2572,0.774,0.172,0.665
2573,2573,0.739,0.164,0.537
2574,2574,0.606,-0.024,-0.168
2575,2575,0.681,0.181,0.513
2576,2576,0.551,0.084,0.023
2577,2577,0.934,0.193,0.864
2578,2578,0.574,0.073,-0.007
2579,2579,0.753,0.115,-0.21
2580,2580,0.382,-0.044,-0.009
2581,2581,0.301,0.017,-0.161
2582,2582,0.736,0.174,0.306
2583,2583,0.542,0.146,0.158
2584,2584,0.646,0.149,0.452
2585,2585,0.709,0.11,0.399
2586,2586,0.226,-0.04,0.205
2587,2587,0.611,0.044,0.134
2588,2588,0.338,-0.001,-0.26
2589,2589,0.529,0.087,0.567
2590,2590,0.796,0.131,0.651
2591,2591,-0.054,-0.019,-0.332
2592,2592,0.955,0.174,0.859
2593,2593,-0.402,-0.166,-0.499
2594,2594,0.508,0.151,0.71
2595,2595,0.533,0.069,0.201
2596,2596,0.684,0.127,0.199
2597,2597,0.682,0.076,0.453
2598,2598,0.688,0.176,0.397
2599,2599,0.392,0.052,-0.003
2600,2600,0.723,0.088,0.499
2601,2601,0.224,-0.111,0.11
2602,2602,0.198,0.02,0.247
2603,2603,0.596,0.067,0.237
2604,2604,0.689,-0.125,-0.997
2605,2605,0.857,0.113,0.312
2606,2606,0.555,-0.001,0.102
2607,2607,-0.332,-0.237,-0.989
2608,2608,0.709,0.089,0.419
2609,2609,0.751,0.07,0.387
2610,2610,0.604,0.086,0.396
2611,2611,0.551,0.069,0.195
2612,2612,-0.132,-0.157,-0.999
2613,2613,0.944,0.457,0.994
2614,2614,0.618,0.11,0.238
2615,2615,0.938,0.304,0.996
2616,2616,0.758,0.342,0.333
2617,2617,0.579,0.021,-0.081
2618,2618,0.404,0.035,-0.307
2619,2619,0.751,0.167,-0.073
2620,2620,0.6,0.096,0.196
2621,2621,0.734,0.212,-0.062
2622,2622,0.752,0.482,0.603
2623,2623,0.327,-0.027,-0.451
2624,2624,0.705,0.186,0.321
2625,2625,0.718,0.267,1.0
2626,2626,0.408,0.183,0.114
2627,2627,0.977,0.243,0.005
2628,2628,0.466,-0.001,0.536
2629,2629,0.71,0.113,0.232
2630,2630,0.086,0.008,0.528
2631,2631,0.174,0.069,0.008
2632,2632,0.607,0.048,0.229
2633,2633,0.437,0.027,-0.065
2634,2634,-0.335,-0.175,-0.996
2635,2635,0.589,0.01,-0.261
2636,2636,0.397,0.022,0.379
2637,2637,0.534,0.111,-0.22
2638,2638,0.779,0.03,-0.039
2639,2639,0.091,-0.09,-0.498
2640,2640,0.661,0.135,0.504
2641,2641,0.929,0.16,0.109
2642,2642,0.387,-0.032,-0.453
2643,2643,0.513,0.108,0.475
2644,2644,0.524,0.071,0.253
2645,2645,0.587,0.194,0.442
2646,2646,0.53,0.037,-0.038
2647,2647,0.915,0.1,0.996
2648,2648,0.605,0.133,0.496
2649,2649,0.594,0.075,0.288
2650,2650,0.712,0.185,0.462
2651,2651,0.835,0.076,0.32
2652,2652,0.394,0.092,0.343
2653,2653,0.135,0.01,0.32
2654,2654,0.438,0.067,0.059
2655,2655,0.912,0.106,0.419
2656,2656,0.731,0.002,0.32
2657,2657,0.682,-0.025,-0.323
2658,2658,0.991,0.228,0.585
2659,2659,0.509,-0.039,-0.368
2660,2660,-0.085,-0.438,-0.996
2661,2661,0.202,-0.215,-0.224
2662,2662,0.539,0.08,0.521
2663,2663,0.264,-0.009,-0.529
2664,2664,0.324,0.16,0.419
2665,2665,-0.22,-0.088,-0.336
2666,2666,0.094,0.088,0.016
2667,2667,0.401,0.028,-0.25
2668,2668,0.042,0.058,-0.37
2669,2669,0.747,0.154,0.63
2670,2670,0.757,0.207,0.532
2671,2671,0.348,0.072,0.094
2672,2672,0.557,0.091,-0.042
2673,2673,0.415,0.017,0.066
2674,2674,0.802,0.325,1.0
2675,2675,-0.002,-0.053,-0.336
2676,2676,0.742,0.019,0.996
2677,2677,0.622,0.062,0.289
2678,2678,0.514,-0.035,0.487
2679,2679,0.708,0.052,-0.109
2680,2680,0.689,0.213,0.57
2681,2681,0.878,0.182,-0.911
2682,2682,0.338,-0.019,-0.349
2683,2683,0.392,0.059,0.035
2684,2684,-0.525,-0.131,-0.987
2685,2685,0.204,0.045,-0.156
2686,2686,0.464,0.094,0.05
2687,2687,0.347,0.016,-0.23
2688,2688,-0.715,-0.267,-0.998
2689,2689,0.594,0.101,0.328
2690,2690,0.583,0.068,0.078
2691,2691,0.153,0.009,-0.436
2692,2692,0.133,0.076,0.313
2693,2693,0.066,-0.188,-0.536
2694,2694,0.355,0.045,0.053
2695,2695,0.415,0.091,0.037
2696,2696,0.558,0.054,0.236
2697,2697,0.472,0.097,0.191
2698,2698,0.575,0.124,0.57
2699,2699,0.385,0.07,0.145
2700,2700,0.192,-0.006,-0.369
2701,2701,0.612,0.103,0.326
2702,2702,0.285,0.008,-0.13
2703,2703,0.615,0.117,0.233
2704,2704,0.543,0.073,0.259
2705,2705,0.477,0.031,-0.11
2706,2706,0.734,0.034,0.706
2707,2707,0.405,-0.098,-0.943
2708,2708,0.741,0.055,0.248
2709,2709,0.684,0.064,0.55
2710,2710,0.92,0.193,0.333
2711,2711,0.622,0.114,0.231
2712,2712,0.672,0.123,0.204
2713,2713,0.139,-0.107,-0.735
2714,2714,0.355,-0.022,-0.121
2715,2715,0.462,0.044,-0.222
2716,2716,0.849,0.127,0.653
2717,2717,0.533,0.083,0.318
2718,2718,0.283,-0.007,-0.187
2719,2719,0.693,0.083,0.33
2720,2720,0.535,-0.042,-0.091
2721,2721,0.747,0.154,0.423
2722,2722,0.584,0.071,0.013
2723,2723,0.633,0.082,0.411
2724,2724,0.069,0.044,-0.073
2725,2725,0.082,0.026,-0.147
2726,2726,0.457,0.124,0.575
2727,2727,0.345,0.14,0.245
2728,2728,0.258,0.062,-0.012
2729,2729,0.778,0.012,0.995
2730,2730,0.643,0.133,-0.358
2731,2731,-0.645,0.017,-0.997
2732,2732,0.74,0.142,-0.066
2733,2733,0.601,0.01,-0.165
2734,2734,0.741,0.025,0.356
2735,2735,0.675,0.075,0.243
2736,2736,0.175,-0.065,-0.991
2737,2737,0.764,0.291,0.991
2738,2738,0.255,-0.027,-0.467
2739,2739,0.636,0.108,0.35
2740,2740,0.687,0.141,0.342
2741,2741,0.965,0.224,-0.712
2742,2742,0.539,0.051,0.331
2743,2743,0.517,0.161,0.601
2744,2744,0.964,0.162,0.98
2745,2745,0.578,0.023,0.004
2746,2746,0.679,0.11,0.512
2747,2747,0.826,0.16,0.562
2748,2748,0.465,0.049,-0.592
2749,2749,0.83,0.169,0.212
2750,2750,0.341,-0.027,0.078
2751,2751,0.723,0.097,0.431
2752,2752,0.708,0.076,0.262
2753,2753,0.698,0.025,-0.419
2754,2754,0.375,0.004,-0.2
2755,2755,0.304,0.137,-0.063
2756,2756,0.439,0.083,0.093
2757,2757,-0.007,-0.119,-0.309
2758,2758,0.022,-0.001,-0.136
2759,2759,0.148,-0.022,0.352
2760,2760,0.404,-0.011,-0.106
2761,2761,0.702,0.151,0.565
2762,2762,0.596,-0.029,-0.269
2763,2763,0.185,-0.045,-0.443
2764,2764,0.497,0.023,-0.272
2765,2765,0.855,0.181,0.349
2766,2766,0.784,0.131,0.538
2767,2767,0.551,0.09,-0.146
2768,2768,0.645,0.069,0.002
2769,2769,0.528,0.016,-0.043
2770,2770,0.735,0.086,0.053
2771,2771,0.458,0.042,0.051
2772,2772,0.571,0.082,0.123
2773,2773,0.488,0.15,-0.245
2774,2774,0.76,0.044,-0.101
2775,2775,0.693,0.134,0.468
2776,2776,0.59,0.061,-0.025
2777,2777,0.753,0.044,0.195
2778,2778,0.6,0.17,0.38
2779,2779,0.422,0.099,0.307
2780,2780,0.59,0.177,0.457
2781,2781,0.462,0.05,-0.023
2782,2782,0.604,0.118,0.216
2783,2783,0.522,0.155,0.464
2784,2784,0.035,0.024,0.333
2785,2785,0.421,-0.026,-0.172
2786,2786,0.126,-0.077,-0.327
2787,2787,0.317,-0.01,-0.286
2788,2788,0.483,0.066,-0.283
2789,2789,0.748,0.128,0.499
2790,2790,0.709,0.179,0.442
2791,2791,0.509,0.096,-0.01
2792,2792,0.102,-0.086,-0.998
2793,2793,-0.037,-0.072,-0.43
2794,2794,0.202,0.038,0.337
2795,2795,0.57,-0.062,-0.337
2796,2796,0.713,0.084,0.716
2797,2797,0.977,0.354,0.995
2798,2798,0.605,-0.008,-0.495
2799,2799,-0.173,-0.17,-0.999
2800,2800,0.615,0.107,0.313
2801,2801,0.842,0.115,0.299
2802,2802,0.774,0.097,0.712
2803,2803,0.579,0.148,0.487
2804,2804,0.73,0.001,0.056
2805,2805,0.95,0.244,1.0
2806,2806,-0.574,-0.217,-0.824
2807,2807,0.428,0.142,0.213
2808,2808,0.409,0.103,0.227
2809,2809,-0.0,-0.07,-0.405
2810,2810,0.471,0.065,0.011
2811,2811,0.491,0.052,0.349
2812,2812,0.368,0.131,0.562
2813,2813,0.326,0.108,-0.249
2814,2814,0.457,0.066,-0.322
2815,2815,-0.081,-0.026,-0.333
2816,2816,-0.009,-0.076,-0.522
2817,2817,0.423,0.156,0.703
2818,2818,0.49,0.12,0.993
2819,2819,0.62,0.112,0.006
2820,2820,0.706,0.126,0.998
2821,2821,0.649,0.11,0.596
2822,2822,0.789,0.203,0.997
2823,2823,0.493,0.048,-0.144
2824,2824,0.641,0.041,0.434
2825,2825,0.915,0.124,0.442
2826,2826,0.704,0.14,0.726
2827,2827,0.852,0.111,0.988
2828,2828,0.83,-0.003,0.52
2829,2829,0.666,0.216,0.333
2830,2830,0.488,0.047,0.142
2831,2831,0.656,0.064,-0.203
2832,2832,0.253,0.225,0.249
2833,2833,0.607,0.169,0.56
2834,2834,0.616,0.198,0.556
2835,2835,0.5,0.075,-0.242
2836,2836,0.223,0.026,-0.016
2837,2837,-0.275,0.031,0.333
2838,2838,0.556,0.091,0.67
2839,2839,0.631,0.148,0.461
2840,2840,0.688,0.181,0.431
2841,2841,0.537,0.057,0.166
2842,2842,0.637,0.061,-0.206
2843,2843,0.726,0.009,0.173
2844,2844,0.686,0.098,0.289
2845,2845,0.735,0.073,-0.383
2846,2846,0.296,-0.26,-0.966
2847,2847,0.35,0.196,0.453
2848,2848,0.801,0.286,0.461
2849,2849,0.547,0.103,0.215
2850,2850,0.489,0.043,0.109
2851,2851,0.548,0.053,-0.124
2852,2852,0.422,0.062,-0.042
2853,2853,0.827,0.148,0.547
2854,2854,0.469,0.048,0.136
2855,2855,0.41,0.04,0.333
2856,2856,0.719,-0.013,-0.152
2857,2857,0.498,0.081,0.153
2858,2858,0.689,0.053,0.296
2859,2859,0.92,0.16,0.998
2860,2860,0.915,0.202,0.997
2861,2861,0.258,-0.032,-0.29
2862,2862,0.948,-0.013,-0.992
2863,2863,0.101,-0.086,0.023
2864,2864,0.236,-0.075,-0.44
2865,2865,0.604,0.113,-0.118
2866,2866,0.775,0.165,0.232
2867,2867,0.708,0.062,0.339
2868,2868,0.893,0.162,0.045
2869,2869,0.407,-0.122,-0.226
2870,2870,0.663,0.055,0.332
2871,2871,0.789,0.113,0.283
2872,2872,0.661,0.028,0.138
2873,2873,0.628,0.031,-0.228
2874,2874,0.694,0.09,0.481
2875,2875,0.619,0.035,-0.396
2876,2876,0.739,0.106,0.467
2877,2877,0.525,0.097,0.049
2878,2878,0.33,0.215,0.2
2879,2879,0.96,0.617,1.0
2880,2880,0.752,0.099,0.264
2881,2881,0.876,0.049,-0.955
2882,2882,0.684,0.08,-0.001
2883,2883,0.541,0.13,0.124
2884,2884,0.72,0.14,0.332
2885,2885,0.81,0.192,0.003
2886,2886,0.419,0.167,0.221
2887,2887,0.971,0.153,0.971
2888,2888,0.615,0.19,0.634
2889,2889,0.936,0.218,-0.133
2890,2890,0.429,0.066,0.149
2891,2891,0.296,0.091,0.141
2892,2892,0.439,0.087,0.255
2893,2893,0.48,0.103,0.12
2894,2894,-0.527,0.0,-0.987
2895,2895,0.613,0.104,0.427
2896,2896,0.659,0.103,0.369
2897,2897,0.294,-0.014,-0.371
2898,2898,0.498,0.151,0.235
2899,2899,0.479,0.062,-0.339
2900,2900,0.539,0.213,0.264
2901,2901,0.465,0.096,-0.164
2902,2902,0.542,0.205,0.09
2903,2903,0.359,0.005,-0.757
2904,2904,0.573,0.234,0.217
2905,2905,0.5,0.008,0.199
2906,2906,0.93,0.07,0.258
2907,2907,0.892,-0.055,0.883
2908,2908,0.361,0.167,1.0
2909,2909,0.692,0.08,-0.216
2910,2910,0.452,0.088,-0.226
2911,2911,0.467,-0.128,-0.227
2912,2912,0.818,0.206,0.999
2913,2913,-0.664,-0.269,-0.999
2914,2914,0.84,0.435,0.496
2915,2915,0.489,0.132,-0.131
2916,2916,0.233,0.004,0.291
2917,2917,0.602,0.181,0.816
2918,2918,0.626,0.03,-0.217
2919,2919,0.778,0.103,0.214
2920,2920,0.727,0.044,-0.084
2921,2921,0.436,-0.032,-0.572
2922,2922,0.511,0.027,-0.278
2923,2923,0.703,0.074,0.071
2924,2924,0.16,-0.203,-0.996
2925,2925,0.889,0.23,0.914
2926,2926,0.332,0.196,0.336
2927,2927,0.895,0.124,-0.195
2928,2928,-0.103,-0.4,-0.992
2929,2929,0.392,0.041,-0.01
2930,2930,0.495,0.019,-0.015
2931,2931,0.685,0.184,0.36
2932,2932,0.772,0.179,0.181
2933,2933,0.855,0.184,0.692
2934,2934,0.602,0.313,0.684
2935,2935,0.634,0.139,-0.1
2936,2936,0.575,0.09,0.47
2937,2937,0.044,-0.143,-0.486
2938,2938,0.29,0.046,-0.228
2939,2939,0.865,0.099,-0.344
2940,2940,0.914,-0.019,0.999
2941,2941,0.598,0.046,0.142
2942,2942,0.335,-0.037,-0.475
2943,2943,0.171,0.01,0.005
2944,2944,0.715,0.155,0.687
2945,2945,0.646,0.023,0.178
2946,2946,0.566,0.098,0.308
2947,2947,0.405,-0.026,-0.309
2948,2948,0.764,0.189,0.496
2949,2949,0.617,-0.031,-0.007
2950,2950,0.832,0.092,0.997
2951,2951,0.292,-0.057,-0.123
2952,2952,0.462,0.004,0.198
2953,2953,0.589,0.027,-0.135
2954,2954,0.316,0.03,-0.19
2955,2955,0.489,0.05,-0.043
2956,2956,0.536,0.131,0.264
2957,2957,0.599,0.082,0.288
2958,2958,0.665,0.106,0.348
2959,2959,0.633,0.13,0.465
2960,2960,0.712,-0.008,0.346
2961,2961,-0.714,-0.227,-0.998
2962,2962,0.986,0.322,0.999
2963,2963,0.52,0.115,0.402
2964,2964,0.339,-0.012,0.079
2965,2965,0.633,0.122,0.501
2966,2966,0.651,0.115,0.39
2967,2967,0.456,0.043,0.139
2968,2968,0.725,0.081,0.377
2969,2969,0.777,0.099,0.273
2970,2970,0.432,0.107,0.245
2971,2971,0.459,-0.004,-0.135
2972,2972,0.645,-0.021,-0.305
2973,2973,0.851,-0.002,0.595
2974,2974,0.277,-0.125,-0.221
2975,2975,0.637,0.105,0.397
2976,2976,0.646,0.044,-0.483
2977,2977,0.794,0.159,0.507
2978,2978,0.63,0.169,0.554
2979,2979,0.697,0.164,0.431
2980,2980,0.741,0.129,0.357
2981,2981,0.449,0.093,0.257
2982,2982,0.385,0.029,-0.013
2983,2983,0.251,-0.046,-0.135
2984,2984,0.249,0.001,-0.367
2985,2985,0.637,0.054,-0.337
2986,2986,0.092,-0.042,-0.485
2987,2987,0.99,-0.129,-0.995
2988,2988,0.609,0.015,0.154
2989,2989,0.269,0.005,-0.331
2990,2990,0.548,0.127,0.0
2991,2991,0.477,0.19,0.997
2992,2992,0.43,0.039,0.301
2993,2993,0.903,0.208,0.999
2994,2994,0.449,0.023,-0.164
2995,2995,0.398,0.064,-0.006
2996,2996,0.193,0.03,-0.058
2997,2997,0.384,0.029,-0.215
2998,2998,0.342,0.016,-0.161
2999,2999,0.768,0.189,0.53
3000,3000,0.616,0.182,0.692
3001,3001,0.808,-0.086,0.958
